path,organisatie,productie,seizoen,persoon,gezelschap_QID,productie_QID,kunstenpunt_ID
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Kwaad Bloed_kwaad-bloed/2004-2005/Beginnings - Endings/Giannina Urmeneta Ottiker_beginnings-endings/beginnings4_URMENETAOTTIKER.jpg,Kwaad Bloed,Beginnings - Endings,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Kwaad Bloed_kwaad-bloed/2004-2005/Beginnings - Endings/Giannina Urmeneta Ottiker_beginnings-endings/beginnings1_URMENETAOTTIKER.jpg,Kwaad Bloed,Beginnings - Endings,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Kwaad Bloed_kwaad-bloed/2004-2005/Beginnings - Endings/Giannina Urmeneta Ottiker_beginnings-endings/beginnings2_URMENETAOTTIKER.jpg,Kwaad Bloed,Beginnings - Endings,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ennesima_ennesima/2003-2004/Layers/Manuela Rastaldi_layers/tatoo-torse1.jpg,Ennesima,Layers,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ennesima_ennesima/2004-2005/Loom/Manuela Rastalifi_loom/covor-photo solo.jpg,Ennesima,Loom,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Britannis/Lou Iockens_britannis/F1030006.JPG,Ensemble Leporello,Britannis,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Britannis/Lou Iockens_britannis/F1010011.JPG,Ensemble Leporello,Britannis,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Britannis/Lou Iockens_britannis/F1000015.JPG,Ensemble Leporello,Britannis,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Britannis/Lou Iockens_britannis/F1010008.JPG,Ensemble Leporello,Britannis,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Brussel een oerwoud/Lou Iockens_brussel-een-oerwoud/F1000028.JPG,Ensemble Leporello,Brussel een oerwoud,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Brussel een oerwoud/Lou Iockens_brussel-een-oerwoud/F1000002.JPG,Ensemble Leporello,Brussel een oerwoud,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Brussel een oerwoud/Lou Iockens_brussel-een-oerwoud/F1000025.JPG,Ensemble Leporello,Brussel een oerwoud,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Boulevard de L'adultère/Lou Iockens_5ba95f8af8a748f2977988ba5ea02eca252e0c43/F1000108.JPG,Ensemble Leporello,Boulevard de L'adultère,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Boulevard de L'adultère/Lou Iockens_5ba95f8af8a748f2977988ba5ea02eca252e0c43/F1000027.JPG,Ensemble Leporello,Boulevard de L'adultère,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Boulevard de L'adultère/Lou Iockens_5ba95f8af8a748f2977988ba5ea02eca252e0c43/F1000013.JPG,Ensemble Leporello,Boulevard de L'adultère,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Mangeclous/Unknown_mangeclous/F1000015.JPG,Ensemble Leporello,Mangeclous,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Mangeclous/Unknown_mangeclous/F1010027.JPG,Ensemble Leporello,Mangeclous,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2003-2004/Mangeclous/Unknown_mangeclous/F1000008.JPG,Ensemble Leporello,Mangeclous,2003-2004,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2001-2002/De Sid/Serge Ligtenberg_de-sid-3/5933.jpg,Ensemble Leporello,De Sid,2001-2002,,Q25112023,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2004-2005/Isma/Lou Iockens_isma/F1000186.JPG,Ensemble Leporello,Isma,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2004-2005/Isma/Lou Iockens_isma/F1000158.JPG,Ensemble Leporello,Isma,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2004-2005/Isma/Lou Iockens_isma/F1000192.JPG,Ensemble Leporello,Isma,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2004-2005/Un Tartuffe/Lou Iockens_un-tartuffe/F1000268.JPG,Ensemble Leporello,Un Tartuffe,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Ensemble Leporello_ensemble-leporello/2004-2005/Un Tartuffe/Lou Iockens_un-tartuffe/F1000276.JPG,Ensemble Leporello,Un Tartuffe,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/TG Ting_tg-ting/2001-2002/Een goede nacht/Guido De Smet_een-goede-nacht-2/Een goede nacht .jpg,TG Ting,Een goede nacht,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2001-2002/Images of Affection/Maarten Vanden Abeele_images-of-affection/pers_affection7.jpg,Needcompany,Images of Affection,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2001-2002/Images of Affection/Maarten Vanden Abeele_images-of-affection/pers_affection5.jpg,Needcompany,Images of Affection,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2001-2002/Images of Affection/Maarten Vanden Abeele_images-of-affection/pers_affection4.jpg,Needcompany,Images of Affection,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2001-2002/Images of Affection/Maarten Vanden Abeele_images-of-affection/pers_affection6.jpg,Needcompany,Images of Affection,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2001-2002/Images of Affection/Maarten Vanden Abeele_images-of-affection/pers_affection2.jpg,Needcompany,Images of Affection,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2001-2002/Images of Affection/Maarten Vanden Abeele_images-of-affection/pers_affection3.jpg,Needcompany,Images of Affection,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2001-2002/Images of Affection/Maarten Vanden Abeele_images-of-affection/pers_affection1.jpg,Needcompany,Images of Affection,2001-2002,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Maarten Vanden Abeele_chunking/chunking_08.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Maarten Vanden Abeele_chunking/chunking_06.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Maarten Vanden Abeele_chunking/chunking_09.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Maarten Vanden Abeele_chunking/chunking_14.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Maarten Vanden Abeele_chunking/chunking_15.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Maarten Vanden Abeele_chunking/chunking_13.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Maarten Vanden Abeele_chunking/chunking_07.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Maarten Vanden Abeele_chunking/49_Image_Chunking_-_Julien_&_Louise_(Maarten_Vanden_Abeele)kleiner.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Maarten Vanden Abeele_chunking/chunking_12.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Maarten Vanden Abeele_chunking/chunking_10.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Unknown_chunking/chunking_05.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Chunking/Unknown_chunking/Chunking_Beeld.jpg,Needcompany,Chunking,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Eveline Vanassche_isabellas-room/isabella-panorama4.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Eveline Vanassche_isabellas-room/isabella-viviane.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Eveline Vanassche_isabellas-room/isabella-benoitjulien.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Eveline Vanassche_isabellas-room/isabella-panorama1.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Eveline Vanassche_isabellas-room/isabella-anneke.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Eveline Vanassche_isabellas-room/isabella-panorama3.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Eveline Vanassche_isabellas-room/isabella-panorama2.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/(c) Cutting Edge_isabellas-room/isabella-louise.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Maarten Vanden Abeele_isabellas-room/room_08_Maarten Vanden Abeele.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Maarten Vanden Abeele_isabellas-room/room_03_Maarten Vanden Abeele.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Maarten Vanden Abeele_isabellas-room/room_05_Maarten Vanden Abeele.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Maarten Vanden Abeele_isabellas-room/room_07_Maarten Vanden Abeele.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Maarten Vanden Abeele_isabellas-room/room_01_Maarten Vanden Abeele.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Maarten Vanden Abeele_isabellas-room/room_06_Maarten Vanden Abeele.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Maarten Vanden Abeele_isabellas-room/room_04_Maarten Vanden Abeele.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2004-2005/Isabella's Room/Maarten Vanden Abeele_isabellas-room/room_02_Maarten Vanden Abeele.jpg,Needcompany,Isabella's Room,2004-2005,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Few Things/Maarten Vanden Abeele_few-things/few3.jpg,Needcompany,Few Things,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Few Things/Maarten Vanden Abeele_few-things/few5.jpg,Needcompany,Few Things,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Few Things/Maarten Vanden Abeele_few-things/few1.jpg,Needcompany,Few Things,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Few Things/Maarten Vanden Abeele_few-things/few2.jpg,Needcompany,Few Things,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Few Things/Maarten Vanden Abeele_few-things/few4.jpg,Needcompany,Few Things,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Kind/Maarten Vanden Abeele_kind/kind1.jpg,Needcompany,Kind,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Kind/Maarten Vanden Abeele_kind/kind2.jpg,Needcompany,Kind,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Kind/Maarten Vanden Abeele_kind/kind3.jpg,Needcompany,Kind,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Needlapb/Luc Galle_needlapb/needlapb_09.jpg,Needcompany,Needlapb,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Needlapb/Luc Galle_needlapb/needlapb_10.jpg,Needcompany,Needlapb,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Needlapb/Luc Galle_needlapb/needlapb_08.jpg,Needcompany,Needlapb,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Needlapb/Maarten Vanden Abeele_needlapb/Maarten Vanden Abeele_.jpg,Needcompany,Needlapb,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Needlapb/Unknown_needlapb/needlapb_03.jpg,Needcompany,Needlapb,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Needlapb/Unknown_needlapb/needlapb_07.jpg,Needcompany,Needlapb,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Needlapb/Unknown_needlapb/needlapb_04.jpg,Needcompany,Needlapb,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Needlapb/Unknown_needlapb/needlapb_05.jpg,Needcompany,Needlapb,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Needlapb/Unknown_needlapb/needlapb_01.jpg,Needcompany,Needlapb,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2000-2001/Needlapb/Unknown_needlapb/needlapb_02.jpg,Needcompany,Needlapb,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Maarten Vanden Abeele_the-goldfish-game/GFG%20glass%20blood.jpg,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Maarten Vanden Abeele_the-goldfish-game/GFG%20grace%20sleeping.jpg,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Maarten Vanden Abeele_the-goldfish-game/GFG3.JPG,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Maarten Vanden Abeele_the-goldfish-game/GFG%20hond%20gewei.jpg,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Maarten Vanden Abeele_the-goldfish-game/GFG%20frogs.jpg,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Maarten Vanden Abeele_the-goldfish-game/GFG%20kitchen%20prei.jpg,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Maarten Vanden Abeele_the-goldfish-game/GFG6.JPG,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Maarten Vanden Abeele_the-goldfish-game/GFG%20lena%20rolstoel.jpg,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Maarten Vanden Abeele_the-goldfish-game/GFG0.JPG,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Jan Lauwers_the goldfish-game/GFG5.JPG,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Jan Lauwers_the goldfish-game/GFG1.JPG,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Jan Lauwers_the goldfish-game/GFG2.JPG,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/The Goldfish Game/Jan Lauwers_the goldfish-game/GFG4.JPG,Needcompany,The Goldfish Game,2002-2003,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/BACKUP VTi fotocollectie digital born/0_Archief/Needcompany_needcompany/2002-2003/( and )_and/Maarten Vanden Abeele_and/Needcompany-AND-008.jpg,Needcompany,( and ),2002-2003,,,,
