,podiumkunstengezelschap,production,production_wiki_id,productietitel,theaterseizoen,searchterm,wikidata_search,wikidata_id,kunstenpunt_id,cast_member,performer,contributor
967,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,"Abo, in vrouw in Kongo",1993-1994,"Abo, in vrouw in Kongo (1993-1994)","Abo, in vrouw in Kongo (1993-1994)",,,,,
968,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,Harlekijn,unkown,Harlekijn (unkown),Harlekijn (unkown),,,,,
969,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,Zij kwamen van 't zuiden,1991-1992,Zij kwamen van 't zuiden (1991-1992),Zij kwamen van 't zuiden (1991-1992),,,,,
970,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,Harlekijn,1994-1995,Harlekijn (1994-1995),Harlekijn in Afrika (1994-1995),Q57510592,430127.0,Rifi Kythouka,Emilien Sanou,
971,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,,,,,,,Brecht Callewaert,Bovic,
972,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,,,,,,,Lorenza Goos,Olawaiye Fesobi,
973,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,,,,,,,Bodé Owa,Luc Mishalle,
974,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,,,,,,,Fred Van Kuyk,,
975,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,,,,,,,Wim Oris,,
976,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,,,,,,,Katrien Vandendries,,
977,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,,,,,,,Loverel Vinton-Gordon,,
978,Kollektief International nieuwe scene,Internationale Nieuwe Scène,Q54804167,Mistero Buffo,1972-1973,Mistero Buffo (1972-1973),Mistero Buffo (1972-1973),,,,,
979,De beweging,,,De stilte der stenen,unkown,De stilte der stenen (unkown),De stilte der stenen (unkown),,,,,
980,De beweging,,,De l'eau rn mouvement,unkown,De l'eau rn mouvement (unkown),De l'eau rn mouvement (unkown),,,,,
981,De beweging,,,Short stories,unkown,Short stories (unkown),Short stories (unkown),,,,,
982,De beweging,,,Interesting bodies,unkown,Interesting bodies (unkown),Interesting bodies (unkown),,,,,
983,De beweging,,,Luidop stilstaan,1994-1995,Luidop stilstaan (1994-1995),Luidop stilstaan (1994-1995),,,,,
984,De beweging,,,"1 wereld (Duet, Insect, Lichaam op dook, Solo man",1998-1999,"1 wereld (Duet, Insect, Lichaam op dook, Solo man (1998-1999)","1 wereld (Duet, Insect, Lichaam op dook, Solo man (1998-1999)",,,,,
985,De Roovers,De Roovers,Q2376946,Professor Bernhardi,2004-2005,Professor Bernhardi (2004-2005),Professor Bernhardi (2004-2005),Q57510339,438164.0,Herwig Ilegems,,Eric Engels
986,De Roovers,De Roovers,Q2376946,,,,,,,Luc Nuyens,,
987,De Roovers,De Roovers,Q2376946,,,,,,,Klaas Tindemans,,
988,De Roovers,De Roovers,Q2376946,,,,,,,Stijn Van Opstal,,
989,De Roovers,De Roovers,Q2376946,,,,,,,Carly Wijs,,
990,De Roovers,De Roovers,Q2376946,,,,,,,Sara De Bosschere,,
991,De Roovers,De Roovers,Q2376946,,,,,,,Robbie Cleiren,,
992,De Roovers,De Roovers,Q2376946,,,,,,,Mathijs Scheepers,,
993,De Roovers,De Roovers,Q2376946,,,,,,,Sofie Sente,,
994,De Roovers,De Roovers,Q2376946,Methamorphosen,2002-2003,Methamorphosen (2002-2003),Methamorphosen (2002-2003),,,,,
995,De Roovers,De Roovers,Q2376946,demonen III,1996-1997,demonen III (1996-1997),Demonen III (1996-1997),Q57509292,430626.0,Günther Lesage,,
996,De Roovers,De Roovers,Q2376946,,,,,,,Dimitri Leue,,
997,De Roovers,De Roovers,Q2376946,,,,,,,Luc Nuyens,,
998,De Roovers,De Roovers,Q2376946,,,,,,,Liesbeth Jannes,,
999,De Roovers,De Roovers,Q2376946,,,,,,,Katrien Meganck,,
1000,De Roovers,De Roovers,Q2376946,,,,,,,Robbie Cleiren,,
1001,De Roovers,De Roovers,Q2376946,Dat het 's ochtends ochtend wordt (Het is geen hond),2003-2004,Dat het 's ochtends ochtend wordt (Het is geen hond) (2003-2004),Dat het 's ochtends ochtend wordt (het is geen hond) (2003-2004),Q57512404,437710.0,Luc Nuyens,,
1002,De Roovers,De Roovers,Q2376946,,,,,,,Sara De Bosschere,,
1003,De Roovers,De Roovers,Q2376946,,,,,,,Mathijs Scheepers,,
1004,De Roovers,De Roovers,Q2376946,,,,,,,Sofie Sente,,
1005,De Roovers,De Roovers,Q2376946,De Wilde Eend,2004-2005,De Wilde Eend (2004-2005),De wilde eend (2004-2005),Q57502151,438325.0,Luc Nuyens,,
1006,De Roovers,De Roovers,Q2376946,,,,,,,Benjamin Verdonck,,
1007,De Roovers,De Roovers,Q2376946,,,,,,,Lucas Vandervost,,
1008,De Roovers,De Roovers,Q2376946,,,,,,,Robbie Cleiren,,
1009,De Roovers,De Roovers,Q2376946,,,,,,,Sara De Bosschere,,
1010,De Roovers,De Onderneming,Q54804386,Vuile Handen,1998-1999,Vuile Handen (1998-1999),Vuile handen (1998-1999),Q57511341,431539.0,Günther Lesage,,
1011,De Roovers,De Roovers,Q2376946,,,,,,,Luc Nuyens,,
1012,De Roovers,Monty,Q33100530,,,,,,,Adriaan Van den Hoof,,
1013,De Roovers,De Roovers,Q2376946,,,,,,,Robbie Cleiren,,
1014,De Roovers,De Roovers,Q2376946,,,,,,,Sara De Bosschere,,
1015,De Roovers,De Roovers,Q2376946,,,,,,,Sofie Sente,,
1016,De Roovers,De Roovers,Q2376946,Alkestis-Goat song,2005-2006,Alkestis-Goat song (2005-2006),Alkestis - Goat Song (2005-2006),Q57502840,439008.0,Luc Nuyens,Eric Engels,Eric Engels
1017,De Roovers,De Roovers,Q2376946,,,,,,,Robbie Cleiren,,
1018,De Roovers,De Roovers,Q2376946,,,,,,,Sofie Sente,,
1019,De Roovers,De Roovers,Q2376946,,,,,,,Kyoko Scholiers,,
1020,De Roovers,De Roovers,Q2376946,,,,,,,Wim van der Grijn,,
1021,De Roovers,De Roovers,Q2376946,,,,,,,Stef Stessel,,
1022,De Roovers,De Roovers,Q2376946,Blue-Remembered Hills,2002-2003,Blue-Remembered Hills (2002-2003),Blue-remembered hills (2002-2003),Q57512675,437196.0,Luc Nuyens,,
1023,De Roovers,De Roovers,Q2376946,,,,,,,Adriaan Van den Hoof,,
1024,De Roovers,De Roovers,Q2376946,,,,,,,Günther Lesage,,
1025,De Roovers,De Roovers,Q2376946,,,,,,,Robbie Cleiren,,
1026,De Roovers,De Roovers,Q2376946,,,,,,,Sara De Bosschere,,
1027,De Roovers,De Roovers,Q2376946,,,,,,,Frank Dierens,,
1028,De Roovers,De Roovers,Q2376946,,,,,,,Veerle Dobbelaere,,
1029,De Roovers,De Roovers,Q2376946,Maria Stuart,1999-1900,Maria Stuart (1999-1900),Maria Stuart (1999-1900),,,,,
1030,Mossaux Nicole,,,Les petites morts,1987-1988,Les petites morts (1987-1988),Les petites morts (1987-1988),,,,,
1031,Mossaux Nicole,,,juste ciel,unkown,juste ciel (unkown),juste ciel (unkown),,,,,
1032,Onfijlbaar producties,,,Variaties omtrent eend,1986-1987,Variaties omtrent eend (1986-1987),Variaties omtrent eend (1986-1987),,,,,
1033,Onfijlbaar producties,,,Daarom is geen reden,1987-1988,Daarom is geen reden (1987-1988),Daarom is geen reden (1987-1988),,,,,
1034,Kollektief D & A,Kollektief D & A,Q54804222,Lorelei,1997-1998,Lorelei (1997-1998),Lorelei (1997-1998),Q57503742,431337.0,Reinhilde Van Driel,Piet Slangen,Johan de Boose
1035,Kollektief D & A,Kollektief D & A,Q54804222,Het nieuwe leven,1994-1995,Het nieuwe leven (1994-1995),Het nieuwe leven (1994-1995),,,,,
1036,Kollektief D & A,Kollektief D & A,Q54804222,Het meisje dat haar naam kwijt was,2000-2001,Het meisje dat haar naam kwijt was (2000-2001),Het meisje dat haar naam kwijt was (2000-2001),Q57505151,436229.0,Walter De Groote,Piet Slangen,
1037,Kollektief D & A,Kollektief D & A,Q54804222,,,,,,,Reinhilde Van Driel,,
1038,Kollektief D & A,Kollektief D & A,Q54804222,,,,,,,Steven Beersmans,,
1039,Kollektief D & A,Monty,Q33100530,Vier Mannen,1995-1996,Vier Mannen (1995-1996),Vier mannen (1995-1996),Q57505743,430217.0,Kris Cuppens,,
1040,Kollektief D & A,Kollektief D & A,Q54804222,,,,,,,Johan de Boose,,
1041,Kollektief D & A,Kollektief D & A,Q54804222,,,,,,,Luc Van Autreve,,
1042,Kollektief D & A,Kollektief D & A,Q54804222,"Pallaksch, pallaksch, pallaksch",1997-1997,"Pallaksch, pallaksch, pallaksch (1997-1997)","Pallaksch, pallaksch, pallaksch... eenzaamheid bot aan de bomen (1996-1997)",Q57511448,430767.0,Reinhilde Van Driel,,
1043,Kollektief D & A,Kollektief D & A,Q54804222,,,,,,,Luc Van Autreve,,
1044,theater Scorpio,Theater Scorpio,Q54803418,In kamerjas,1997-1998,In kamerjas (1997-1998),In kamerjas (1997-1998),,,,,
1045,theater Scorpio,Theater Scorpio,Q54803418,BetrayalBedrog,1995-1996,BetrayalBedrog (1995-1996),BetrayalBedrog (1995-1996),,,,,
1046,theater Scorpio,Theater Scorpio,Q54803418,Olga en de anderen,1997-1998,Olga en de anderen (1997-1998),Olga en de anderen (1997-1998),Q57508296,431354.0,David Gijbels,,
1047,theater Scorpio,Theater Scorpio,Q54803418,,,,,,,Luc Van Herpe,,
1048,theater Scorpio,Theater Scorpio,Q54803418,,,,,,,Julien Vermeulen,,
1049,theater Scorpio,Theater Scorpio,Q54803418,,,,,,,Fred Geysels,,
1050,theater Scorpio,Theater Scorpio,Q54803418,,,,,,,Wendy Bellens,,
1051,theater Scorpio,Theater Scorpio,Q54803418,,,,,,,Ed Van Doninck,,
1052,theater Scorpio,Theater Scorpio,Q54803418,,,,,,,Chris Willemsen,,
1053,theater Scorpio,Theater Scorpio,Q54803418,,,,,,,Lief Weuts,,
1054,Theater de Korre,Theater De Korre,Q33100317,Het Vermoeden,1986-1987,Het Vermoeden (1986-1987),Het Vermoeden (1986-1987),,,,,
1055,Theater de Korre,Theater De Korre,Q33100317,Huis van Vertrouwen,1986-1987,Huis van Vertrouwen (1986-1987),Huis van Vertrouwen (1986-1987),,,,,
1056,Theater de Korre,Theater De Korre,Q33100317,Dodendans,1986-1987,Dodendans (1986-1987),Dodendans (1986-1987),,,,,
1057,Theater de Korre,Theater De Korre,Q33100317,Een maan voor de misdeelden,1995-1996,Een maan voor de misdeelden (1995-1996),Een maan voor de misdeelden (1995-1996),Q57506391,430396.0,Bob De Moor,,
1058,Theater de Korre,Theater De Korre,Q33100317,,,,,,,Lies Pauwels,,
1059,Theater de Korre,Theater De Korre,Q33100317,,,,,,,Pieter-Jan De Smet,,
1060,Theater de Korre,Theater De Korre,Q33100317,Hemelse woorden,1995-1996,Hemelse woorden (1995-1996),Hemelse Woorden (Divinas Palabras) (1995-1996),Q57509122,430164.0,Jan Steen,,
1061,Theater de Korre,Theater De Korre,Q33100317,,,,,,,Antje De Boeck,,
1062,Theater de Korre,Theater De Korre,Q33100317,,,,,,,Wim Willaert,,
1063,Theater de Korre,Theater De Korre,Q33100317,,,,,,,Ianka Fleerackers,,
1064,Theater de Korre,Theater De Korre,Q33100317,Legendes flamandes,1995-1996,Legendes flamandes (1995-1996),Legendes flamandes (1995-1996),,,,,
1065,Theater de Korre,Theater De Korre,Q33100317,Depressie,1987-1988,Depressie (1987-1988),Depressie (1987-1988),,,,,
1066,Theater de Korre,Theater De Korre,Q33100317,Ritter Dene Voss,1987-1988,Ritter Dene Voss (1987-1988),Ritter Dene Voss (1987-1988),,,,,
1067,Theater de Korre,Theater De Korre,Q33100317,Hippolutos,1989-1990,Hippolutos (1989-1990),Hippolutos (1989-1990),,,,,
1068,Theater de Korre,Theater De Korre,Q33100317,De Rafaels,1994-1995,De Rafaels (1994-1995),De Rafaëls (1994-1995),Q57511327,429969.0,Chris Lomme,,
1069,Theater de Korre,Theater De Korre,Q33100317,Legendes Flamandes,1994-1995,Legendes Flamandes (1994-1995),Légendes flamandes (1994-1995),Q57507678,429970.0,,,
